%
% index = 915, name = bbob_f001_i02_d03__bbob_f015_i04_d03
% instance = 1, reference value = 9.375717835232990e-01
% function evaluation | indicator value | target hit
1	5.731233844295095e+00	5.754399373371569e+00
14	5.325899771320168e+00	5.370317963702527e+00
17	5.216919201481566e+00	5.248074602497725e+00
29	4.509290762346541e+00	4.570881896148751e+00
38	2.515888845071828e+00	2.570395782768863e+00
197	1.031941356250799e+00	1.047128548050900e+00
255	9.121434280870200e-01	9.332543007969910e-01
259	6.107726676488813e-01	6.165950018614822e-01
327	6.013137308265154e-01	6.025595860743578e-01
362	5.803523102069864e-01	5.888436553555889e-01
371	3.897429750644258e-01	3.981071705534972e-01
387	3.152102281810780e-01	3.162277660168379e-01
402	2.728292273677493e-01	2.754228703338166e-01
412	2.663236378724602e-01	2.691534803926916e-01
444	2.407070826455558e-01	2.454708915685030e-01
460	2.320929643017953e-01	2.344228815319922e-01
462	2.285579266651748e-01	2.290867652767773e-01
465	2.170322080030915e-01	2.187761623949552e-01
472	2.075839556541272e-01	2.089296130854039e-01
490	1.945286140506507e-01	1.949844599758045e-01
493	1.873501989276888e-01	1.905460717963247e-01
503	1.861314310729469e-01	1.862087136662867e-01
506	1.791195111320575e-01	1.819700858609984e-01
510	1.754542020587438e-01	1.778279410038923e-01
539	1.683592078753561e-01	1.698243652461744e-01
544	1.651377304167442e-01	1.659586907437560e-01
556	1.460101300865998e-01	1.479108388168208e-01
586	1.443968402736130e-01	1.445439770745928e-01
589	1.404039936697481e-01	1.412537544622754e-01
592	1.277957637762591e-01	1.288249551693134e-01
639	1.255318607611033e-01	1.258925411794167e-01
646	1.211173341505084e-01	1.230268770812381e-01
655	1.197075207434042e-01	1.202264434617413e-01
698	9.954337180598360e-02	1.000000000000000e-01
707	9.715977801191567e-02	9.772372209558107e-02
709	9.396939799214954e-02	9.549925860214359e-02
713	8.086524270886986e-02	8.128305161640990e-02
726	6.977558468140876e-02	7.079457843841380e-02
764	6.298550773732614e-02	6.309573444801933e-02
772	5.906823971612563e-02	6.025595860743578e-02
821	5.810433624101330e-02	5.888436553555890e-02
835	5.655513036463700e-02	5.754399373371569e-02
