%
% index = 3495, name = bbob_f002_i02_d20__bbob_f013_i04_d20
% instance = 1, reference value = 8.383503940774270e-01
% function evaluation | indicator value | target hit
1	9.329310788389270e-01	9.332543007969910e-01
19	9.105572337394269e-01	9.120108393559098e-01
43	8.905218230449269e-01	8.912509381337456e-01
44	8.093661345403373e-01	8.128305161640993e-01
45	7.770521465329535e-01	7.943282347242815e-01
48	7.514612923212092e-01	7.585775750291838e-01
55	7.399532760621176e-01	7.413102413009175e-01
69	7.241989009347235e-01	7.244359600749900e-01
71	7.065506237937125e-01	7.079457843841379e-01
72	5.889688885594181e-01	6.025595860743578e-01
73	5.788692420452857e-01	5.888436553555889e-01
74	5.727235632080147e-01	5.754399373371569e-01
95	5.599601364607562e-01	5.623413251903491e-01
139	4.997152705382921e-01	5.011872336272722e-01
162	4.316131920654168e-01	4.365158322401660e-01
163	2.888194973909571e-01	2.951209226666385e-01
164	2.758024620396425e-01	2.818382931264454e-01
165	2.442967609191777e-01	2.454708915685030e-01
169	2.357962259054811e-01	2.398832919019490e-01
170	2.288702053329402e-01	2.290867652767773e-01
173	2.205143599130103e-01	2.238721138568339e-01
174	2.167144019525504e-01	2.187761623949552e-01
202	2.135862670859849e-01	2.137962089502232e-01
243	2.079997292839061e-01	2.089296130854039e-01
279	2.007173286176352e-01	2.041737944669530e-01
282	1.961132618829299e-01	1.995262314968880e-01
283	1.699610649855174e-01	1.737800828749375e-01
286	1.667480433947081e-01	1.698243652461744e-01
289	1.647937979252052e-01	1.659586907437560e-01
295	1.616393585722132e-01	1.621810097358930e-01
299	1.577572484229351e-01	1.584893192461113e-01
306	1.478620966849226e-01	1.479108388168208e-01
330	1.443519782411684e-01	1.445439770745928e-01
349	1.387529020512840e-01	1.412537544622754e-01
352	1.342249473410210e-01	1.348962882591654e-01
361	1.203470388808656e-01	1.230268770812381e-01
362	1.113342051539120e-01	1.122018454301964e-01
363	1.079514634916062e-01	1.096478196143185e-01
365	9.789099183901440e-02	1.000000000000000e-01
366	8.504280072243164e-02	8.511380382023763e-02
367	7.672480768256451e-02	7.762471166286916e-02
369	7.517488185350851e-02	7.585775750291836e-02
370	7.401261385229196e-02	7.413102413009177e-02
371	7.157476594466561e-02	7.244359600749903e-02
372	6.853123728402777e-02	6.918309709189366e-02
373	6.752860545605510e-02	6.760829753919818e-02
375	6.538026451060419e-02	6.606934480075961e-02
376	6.211200471450007e-02	6.309573444801933e-02
377	6.086918860896884e-02	6.165950018614822e-02
379	5.936358233842276e-02	6.025595860743578e-02
381	5.836539137797370e-02	5.888436553555890e-02
383	5.673186288404863e-02	5.754399373371569e-02
384	5.611952286570765e-02	5.623413251903491e-02
388	5.493252606457100e-02	5.495408738576246e-02
390	5.334684139355472e-02	5.370317963702527e-02
394	5.233942507561351e-02	5.248074602497726e-02
396	5.114724783444480e-02	5.128613839913648e-02
400	5.002382249700876e-02	5.011872336272722e-02
%
% index = 3496, name = bbob_f002_i03_d20__bbob_f013_i05_d20
% instance = 2, reference value = 9.093125078727310e-01
% function evaluation | indicator value | target hit
1	5.911523105595491e-01	6.025595860743578e-01
19	5.875779751556969e-01	5.888436553555889e-01
43	5.587559538977067e-01	5.623413251903491e-01
44	4.897425488379913e-01	4.897788193684462e-01
45	4.185308638693452e-01	4.265795188015927e-01
47	4.131077320749246e-01	4.168693834703354e-01
48	4.062588288042549e-01	4.073802778041127e-01
55	3.980165356274985e-01	3.981071705534972e-01
75	3.889392512225130e-01	3.890451449942806e-01
78	3.795045051043345e-01	3.801893963205612e-01
86	3.712119065680756e-01	3.715352290971726e-01
141	3.619974831824487e-01	3.630780547701014e-01
163	3.353539975424663e-01	3.388441561392025e-01
164	2.919884698427148e-01	2.951209226666385e-01
165	2.798328508927144e-01	2.818382931264454e-01
166	2.688740784113278e-01	2.691534803926916e-01
197	2.630031642389971e-01	2.630267991895382e-01
261	2.557819532792514e-01	2.570395782768864e-01
282	2.484527418954481e-01	2.511886431509580e-01
283	2.118695515915267e-01	2.137962089502232e-01
285	1.553048165866419e-01	1.584893192461113e-01
287	1.531146724457445e-01	1.548816618912481e-01
290	1.502724836420922e-01	1.513561248436208e-01
291	1.465225187815039e-01	1.479108388168208e-01
294	1.427167306154874e-01	1.445439770745928e-01
296	1.408973605123638e-01	1.412537544622754e-01
300	1.377343300496242e-01	1.380384264602885e-01
303	1.334823323929769e-01	1.348962882591654e-01
305	1.315859528506218e-01	1.318256738556407e-01
306	1.246313277682245e-01	1.258925411794167e-01
309	1.228201822366332e-01	1.230268770812381e-01
319	1.193784110783230e-01	1.202264434617413e-01
328	1.174275707660747e-01	1.174897554939529e-01
354	1.138729591758266e-01	1.148153621496883e-01
361	9.811297030173594e-02	1.000000000000000e-01
362	9.240430721549331e-02	9.332543007969910e-02
364	8.064196851756422e-02	8.128305161640990e-02
367	7.495782808127449e-02	7.585775750291836e-02
368	6.577258953976239e-02	6.606934480075961e-02
370	6.252409009292215e-02	6.309573444801933e-02
373	6.150545145170927e-02	6.165950018614822e-02
375	5.919878959051628e-02	6.025595860743578e-02
377	5.852873440665707e-02	5.888436553555890e-02
380	5.508720312712134e-02	5.623413251903491e-02
381	5.394902535538226e-02	5.495408738576246e-02
382	5.356747840522158e-02	5.370317963702527e-02
386	5.231299783506538e-02	5.248074602497726e-02
389	4.848976308892539e-02	4.897788193684462e-02
390	4.741689280153938e-02	4.786300923226382e-02
398	4.597682217515808e-02	4.677351412871981e-02
400	4.582425404544044e-02	4.677351412871981e-02
%
% index = 3497, name = bbob_f002_i07_d20__bbob_f013_i08_d20
% instance = 3, reference value = 9.185584426826320e-01
% function evaluation | indicator value | target hit
1	8.843414859367587e-01	8.912509381337456e-01
43	8.664696031109393e-01	8.709635899560807e-01
44	8.433665196483894e-01	8.511380382023764e-01
88	8.252061919846312e-01	8.317637711026710e-01
92	8.125078670618355e-01	8.128305161640993e-01
98	7.900711206954503e-01	7.943282347242815e-01
113	6.300861893674213e-01	6.309573444801932e-01
140	5.261150876256823e-01	5.370317963702527e-01
162	4.083091164854017e-01	4.168693834703354e-01
163	2.111240129937934e-01	2.137962089502232e-01
164	1.820272639399760e-01	1.862087136662867e-01
