%
% index = 2835, name = bbob_f006_i02_d10__bbob_f017_i04_d10
% instance = 1, reference value = 9.868142157200810e-01
% function evaluation | indicator value | target hit
1	8.258835667290597e-01	8.317637711026710e-01
6	7.751595371973674e-01	7.762471166286917e-01
9	7.463664863736050e-01	7.585775750291838e-01
22	6.126496415478936e-01	6.165950018614822e-01
23	6.005212274433954e-01	6.025595860743578e-01
25	5.804297333439472e-01	5.888436553555889e-01
26	5.618097317085988e-01	5.623413251903491e-01
33	5.488677767712340e-01	5.495408738576245e-01
41	5.339543396293585e-01	5.370317963702527e-01
52	5.242752853973217e-01	5.248074602497725e-01
83	5.093287019222412e-01	5.128613839913648e-01
86	4.978423852654646e-01	5.011872336272722e-01
89	4.802336373335307e-01	4.897788193684462e-01
91	4.764158416149797e-01	4.786300923226383e-01
108	4.676104574984217e-01	4.677351412871982e-01
114	4.541094467754534e-01	4.570881896148750e-01
133	4.413471372415446e-01	4.466835921509631e-01
147	4.356221820273883e-01	4.365158322401660e-01
155	4.248865971943891e-01	4.265795188015927e-01
172	4.161636954080119e-01	4.168693834703354e-01
200	4.110124272010837e-01	4.168693834703354e-01
%
% index = 2836, name = bbob_f006_i03_d10__bbob_f017_i05_d10
% instance = 2, reference value = 9.726754846102560e-01
% function evaluation | indicator value | target hit
1	1.185957360780756e+00	1.202264434617413e+00
64	1.169002360115756e+00	1.174897554939530e+00
82	1.133433365277756e+00	1.148153621496883e+00
83	9.681309418524935e-01	9.772372209558107e-01
84	6.638652619970242e-01	6.760829753919817e-01
85	6.514407429542617e-01	6.606934480075960e-01
86	6.180695556285081e-01	6.309573444801932e-01
87	5.178994675526558e-01	5.248074602497725e-01
88	4.285808434841737e-01	4.365158322401660e-01
89	4.175292593519173e-01	4.265795188015927e-01
90	4.113318910755814e-01	4.168693834703354e-01
91	3.850344574137911e-01	3.890451449942806e-01
92	3.546558363413541e-01	3.548133892335755e-01
94	3.352287458493531e-01	3.388441561392025e-01
97	3.152762121911652e-01	3.162277660168379e-01
100	2.979741781896561e-01	3.019951720402016e-01
101	2.810514145693852e-01	2.818382931264454e-01
104	2.671136429951837e-01	2.691534803926916e-01
106	2.558946681779493e-01	2.570395782768864e-01
109	2.497980079183569e-01	2.511886431509580e-01
112	2.454591043724963e-01	2.454708915685030e-01
143	2.328009736751571e-01	2.344228815319922e-01
152	2.280240897085589e-01	2.290867652767773e-01
156	2.238683905434181e-01	2.238721138568339e-01
164	2.186255942304960e-01	2.187761623949552e-01
166	2.118017502583562e-01	2.137962089502232e-01
170	2.082100811373970e-01	2.089296130854039e-01
179	2.035804786160299e-01	2.041737944669530e-01
200	2.025530819224525e-01	2.041737944669530e-01
%
% index = 2837, name = bbob_f006_i07_d10__bbob_f017_i08_d10
% instance = 3, reference value = 9.882278003296679e-01
% function evaluation | indicator value | target hit
1	4.804638568644503e-01	4.897788193684462e-01
4	4.726655407382722e-01	4.786300923226383e-01
6	4.662349763620200e-01	4.677351412871982e-01
12	4.477420154285104e-01	4.570881896148750e-01
14	4.446497521656948e-01	4.466835921509631e-01
23	4.355766596668328e-01	4.365158322401660e-01
27	4.253719420626008e-01	4.265795188015927e-01
39	4.167542169227557e-01	4.168693834703354e-01
45	4.066922434702357e-01	4.073802778041127e-01
56	3.974189488731790e-01	3.981071705534972e-01
74	3.848219117280628e-01	3.890451449942806e-01
82	3.735191456363732e-01	3.801893963205612e-01
83	3.568100440255252e-01	3.630780547701014e-01
89	3.532633316252760e-01	3.548133892335755e-01
93	3.440754599345799e-01	3.467368504525316e-01
94	3.369152669477737e-01	3.388441561392025e-01
97	3.309815693446806e-01	3.311311214825911e-01
111	3.216718270740011e-01	3.235936569296283e-01
113	3.150534066678575e-01	3.162277660168379e-01
143	3.074533230679709e-01	3.090295432513591e-01
167	3.008773172410280e-01	3.019951720402016e-01
200	2.975164792695969e-01	3.019951720402016e-01
%
% index = 2838, name = bbob_f006_i09_d10__bbob_f017_i10_d10
% instance = 4, reference value = 9.729091385352330e-01
% function evaluation | indicator value | target hit
1	6.148707387556105e-01	6.165950018614822e-01
2	5.741329200451467e-01	5.754399373371569e-01
22	4.896901156869390e-01	4.897788193684462e-01
24	4.630595573925770e-01	4.677351412871982e-01
26	4.390668671568853e-01	4.466835921509631e-01
30	4.364354476600616e-01	4.365158322401660e-01
39	4.218705261459256e-01	4.265795188015927e-01
44	4.153610048297748e-01	4.168693834703354e-01
52	4.064111238557695e-01	4.073802778041127e-01
82	3.945759746137514e-01	3.981071705534972e-01
83	3.608721343497855e-01	3.630780547701014e-01
84	3.014396475199523e-01	3.019951720402016e-01
93	2.938620626944455e-01	2.951209226666385e-01
96	2.879675205442138e-01	2.884031503126606e-01
125	2.796103791125550e-01	2.818382931264454e-01
151	2.751958737747994e-01	2.754228703338166e-01
159	2.679921593173203e-01	2.691534803926916e-01
166	2.604027045015876e-01	2.630267991895382e-01
171	2.537619039443936e-01	2.570395782768864e-01
175	2.493499943064896e-01	2.511886431509580e-01
200	2.460898692255493e-01	2.511886431509580e-01
%
% index = 2839, name = bbob_f006_i11_d10__bbob_f017_i12_d10
% instance = 5, reference value = 9.579958408022010e-01
% function evaluation | indicator value | target hit
1	5.842118351954376e-01	5.888436553555889e-01
3	5.386150634586019e-01	5.495408738576245e-01
4	5.366045517000805e-01	5.370317963702527e-01
8	4.754414812436616e-01	4.786300923226383e-01
23	4.549636720869187e-01	4.570881896148750e-01
33	4.378147380674323e-01	4.466835921509631e-01
40	4.356742507269712e-01	4.365158322401660e-01
